model_id,author,downloads,likes,pipeline_tag,library_name,created_at,last_modified,tags
julien-c/dummy-unknown,julien-c,335892,1,fill-mask,transformers,2022-03-02 23:29:05+00:00,2021-05-20 17:31:14+00:00,"transformers,pytorch,tf,jax,roberta,fill-mask,ci,endpoints_compatible,deploy:azure,region:us"
naver/splade-cocondenser-ensembledistil,naver,335827,62,feature-extraction,sentence-transformers,2022-05-09 13:18:41+00:00,2025-06-30 15:25:45+00:00,"sentence-transformers,pytorch,bert,splade,query-expansion,document-expansion,bag-of-words,passage-retrieval,knowledge-distillation,sparse-encoder,sparse,feature-extraction,en,dataset:ms_marco,arxiv:2205.04733,license:cc-by-nc-sa-4.0,text-embeddings-inference,endpoints_compatible,deploy:azure,region:us"
ibm-granite/granite-timeseries-tspulse-r1,ibm-granite,333993,36,,granite-tsfm,2025-06-03 13:00:06+00:00,2026-03-07 12:25:53+00:00,"granite-tsfm,safetensors,tspulse,time series,pretrained models,foundation models,time series foundation models,time-series,arxiv:2505.13033,license:apache-2.0,region:us"
janhq/Jan-v3.5-4B-gguf,janhq,333535,18,text-generation,transformers,2026-03-23 08:25:59+00:00,2026-03-24 01:29:29+00:00,"transformers,gguf,math,identity,text-generation,en,base_model:janhq/Jan-v3-4B-base-instruct,base_model:quantized:janhq/Jan-v3-4B-base-instruct,license:apache-2.0,endpoints_compatible,region:us,conversational"
Khalsuu/filipino-wav2vec2-l-xls-r-300m-official,Khalsuu,332577,2,automatic-speech-recognition,transformers,2022-05-13 03:24:53+00:00,2022-05-13 05:58:50+00:00,"transformers,pytorch,tensorboard,wav2vec2,automatic-speech-recognition,generated_from_trainer,dataset:filipino_voice,license:apache-2.0,endpoints_compatible,region:us"
OpenMuQ/MuQ-large-msd-iter,OpenMuQ,331893,23,audio-classification,,2024-12-17 07:29:00+00:00,2025-08-15 10:45:28+00:00,"pytorch,safetensors,music,audio-classification,en,zh,arxiv:2501.01108,license:cc-by-nc-4.0,region:us"
RedHatAI/gemma-3-27b-it-quantized.w4a16,RedHatAI,331466,13,image-text-to-text,transformers,2025-06-04 18:09:04+00:00,2025-06-09 15:13:28+00:00,"transformers,safetensors,gemma3,image-text-to-text,vllm,vision,w4a16,conversational,base_model:google/gemma-3-27b-it,base_model:quantized:google/gemma-3-27b-it,license:gemma,text-generation-inference,endpoints_compatible,compressed-tensors,region:us"
kosbu/Llama-3.3-70B-Instruct-AWQ,kosbu,330436,11,text-generation,transformers,2024-12-06 19:42:08+00:00,2024-12-07 06:10:11+00:00,"transformers,safetensors,llama,text-generation,facebook,meta,llama-3,awq,conversational,en,fr,it,pt,hi,es,th,de,base_model:meta-llama/Llama-3.3-70B-Instruct,base_model:quantized:meta-llama/Llama-3.3-70B-Instruct,license:llama3.3,text-generation-inference,endpoints_compatible,4-bit,deploy:azure,region:us"
BAAI/bge-small-en,BAAI,330238,93,feature-extraction,transformers,2023-08-05 08:04:07+00:00,2023-12-13 03:53:21+00:00,"transformers,pytorch,safetensors,bert,feature-extraction,mteb,sentence transformers,en,arxiv:2311.13534,arxiv:2310.07554,arxiv:2309.07597,license:mit,model-index,text-embeddings-inference,endpoints_compatible,deploy:azure,region:us"
Helsinki-NLP/opus-mt-en-fr,Helsinki-NLP,330093,67,translation,transformers,2022-03-02 23:29:04+00:00,2024-02-14 17:18:11+00:00,"transformers,pytorch,tf,jax,marian,text2text-generation,translation,en,fr,license:apache-2.0,endpoints_compatible,deploy:azure,region:us"
LifetimeMistake/Qwen3-VL-Embedding-2B-AWQ-4bit,LifetimeMistake,329481,1,feature-extraction,transformers,2026-03-31 13:35:11+00:00,2026-03-31 13:35:50+00:00,"transformers,safetensors,qwen3_vl,image-text-to-text,multimodal embedding,embedding,feature-extraction,quantized,awq,4bit,compressed-tensors,custom_code,en,zh,multilingual,arxiv:2601.04720,base_model:Qwen/Qwen3-VL-Embedding-2B,base_model:quantized:Qwen/Qwen3-VL-Embedding-2B,license:apache-2.0,endpoints_compatible,region:us"
Qwen/Qwen3-Next-80B-A3B-Instruct,Qwen,328861,1027,text-generation,transformers,2025-09-09 15:40:56+00:00,2025-09-17 06:57:40+00:00,"transformers,safetensors,qwen3_next,text-generation,conversational,arxiv:2309.00071,arxiv:2404.06654,arxiv:2505.09388,arxiv:2501.15383,license:apache-2.0,eval-results,endpoints_compatible,deploy:azure,region:us"
Comfy-Org/ace_step_1.5_ComfyUI_files,Comfy-Org,328666,146,,diffusion-single-file,2026-02-03 04:57:10+00:00,2026-04-08 02:18:03+00:00,"diffusion-single-file,comfyui,license:apache-2.0,region:us"
answerdotai/ModernBERT-large,answerdotai,327516,471,fill-mask,transformers,2024-12-11 15:55:21+00:00,2025-01-15 20:11:27+00:00,"transformers,pytorch,onnx,safetensors,fill-mask,masked-lm,long-context,modernbert,en,arxiv:2412.13663,license:apache-2.0,deploy:azure,region:us"
facebook/sam-vit-huge,facebook,327389,198,mask-generation,transformers,2023-04-10 13:51:24+00:00,2024-01-11 19:23:32+00:00,"transformers,pytorch,tf,safetensors,sam,mask-generation,vision,arxiv:2304.02643,license:apache-2.0,endpoints_compatible,deploy:azure,region:us"
yuhuili/EAGLE-LLaMA3.1-Instruct-8B,yuhuili,327384,3,,,2025-03-10 16:26:21+00:00,2025-09-19 12:12:30+00:00,"pytorch,llama,arxiv:2401.15077,arxiv:2406.16858,arxiv:2503.01840,license:apache-2.0,region:us"
frankjoshua/novaAnimeXL_ilV140,frankjoshua,327118,3,text-to-image,diffusers,2025-12-13 02:33:18+00:00,2025-12-13 02:34:13+00:00,"diffusers,safetensors,endpoints_compatible,diffusers:StableDiffusionXLPipeline,region:us"
facebook/dpr-ctx_encoder-single-nq-base,facebook,326991,26,,transformers,2022-03-02 23:29:05+00:00,2022-12-21 15:16:53+00:00,"transformers,pytorch,tf,dpr,en,dataset:nq_open,arxiv:2004.04906,arxiv:1702.08734,arxiv:1910.09700,license:cc-by-nc-4.0,region:us"
timm/mobilenetv3_large_100.ra_in1k,timm,326728,39,image-classification,timm,2022-12-16 05:38:07+00:00,2025-01-20 16:15:06+00:00,"timm,pytorch,safetensors,image-classification,transformers,dataset:imagenet-1k,arxiv:2110.00476,arxiv:1905.02244,license:apache-2.0,region:us"
lmstudio-community/gemma-4-12B-it-GGUF,lmstudio-community,325892,19,,,2026-06-01 19:49:10+00:00,2026-06-04 15:24:51+00:00,"gguf,base_model:google/gemma-4-12B-it,base_model:quantized:google/gemma-4-12B-it,license:apache-2.0,endpoints_compatible,region:us,conversational"
stepfun-ai/Step-3.5-Flash,stepfun-ai,325856,820,text-generation,transformers,2026-02-01 08:03:45+00:00,2026-03-17 05:54:33+00:00,"transformers,safetensors,step3p5,text-generation,conversational,custom_code,arxiv:2602.10604,arxiv:2601.05593,arxiv:2507.19427,license:apache-2.0,eval-results,region:us"
lengyue233/content-vec-best,lengyue233,324804,23,,transformers,2023-03-25 04:33:59+00:00,2025-09-11 17:13:29+00:00,"transformers,pytorch,hubert,doi:10.57967/hf/0479,license:mit,endpoints_compatible,region:us"
ibm-granite/granite-embedding-311m-multilingual-r2,ibm-granite,324210,102,feature-extraction,sentence-transformers,2026-04-20 15:16:51+00:00,2026-05-18 20:15:41+00:00,"sentence-transformers,onnx,safetensors,openvino,modernbert,feature-extraction,granite,embeddings,transformers,multilingual,mteb,sentence-similarity,matryoshka,ar,az,bg,bn,ca,cs,da,de,el,en,es,et,fa,fi,fr,he,hi,hr,hu,id,is,it,ja,ka,kk,km,ko,lt,lv,mr,ms,nl,no,pl,pt,ro,ru,sk,sl,sq,sr,sv,sw,te,th,tl,tr,uk,ur,uz,vi,zh,arxiv:2605.13521,arxiv:2205.13147,license:apache-2.0,text-embeddings-inference,endpoints_compatible,region:us"
nvidia/Cosmos-Reason2-2B,nvidia,323500,101,image-text-to-text,cosmos,2025-12-12 17:50:45+00:00,2026-04-30 03:14:52+00:00,"cosmos,safetensors,qwen3_vl,nvidia,conversational,image-text-to-text,arxiv:2503.06800,arxiv:2406.10721,arxiv:2603.18178,arxiv:2312.14115,base_model:Qwen/Qwen3-VL-2B-Instruct,base_model:finetune:Qwen/Qwen3-VL-2B-Instruct,license:other,region:us"
nvidia/NVIDIA-Nemotron-Nano-9B-v2-FP8,nvidia,323281,9,text-generation,transformers,2025-09-22 04:45:16+00:00,2026-01-08 19:23:12+00:00,"transformers,safetensors,nemotron_h,text-generation,nvidia,pytorch,conversational,custom_code,en,es,fr,de,it,ja,dataset:nvidia/Nemotron-Post-Training-Dataset-v1,dataset:nvidia/Nemotron-Post-Training-Dataset-v2,dataset:nvidia/Nemotron-Pretraining-Dataset-sample,dataset:nvidia/Nemotron-CC-v2,dataset:nvidia/Nemotron-CC-Math-v1,dataset:nvidia/Nemotron-Pretraining-SFT-v1,arxiv:2504.03624,arxiv:2508.14444,arxiv:2412.02595,base_model:nvidia/NVIDIA-Nemotron-Nano-9B-v2,base_model:finetune:nvidia/NVIDIA-Nemotron-Nano-9B-v2,license:other,endpoints_compatible,region:us"
black-forest-labs/FLUX.1-schnell,black-forest-labs,323188,5074,text-to-image,diffusers,2024-07-31 19:58:05+00:00,2024-08-16 14:37:56+00:00,"diffusers,safetensors,text-to-image,image-generation,flux,en,license:apache-2.0,endpoints_compatible,diffusers:FluxPipeline,deploy:azure,region:us"
q-future/one-align,q-future,322911,43,zero-shot-image-classification,transformers,2023-12-22 04:04:39+00:00,2024-05-14 14:51:43+00:00,"transformers,pytorch,mplug_owl2,image-feature-extraction,zero-shot-image-classification,custom_code,arxiv:2312.17090,license:mit,region:us"
TIGER-Lab/VLM2Vec-Full,TIGER-Lab,322301,29,text-generation,transformers,2024-10-08 04:57:08+00:00,2025-04-07 20:27:04+00:00,"transformers,pytorch,safetensors,phi3_v,text-generation,Embedding,conversational,custom_code,en,dataset:TIGER-Lab/MMEB-train,arxiv:2410.05160,base_model:microsoft/Phi-3.5-vision-instruct,base_model:finetune:microsoft/Phi-3.5-vision-instruct,license:apache-2.0,region:us"
HuggingFaceTB/SmolVLM-500M-Instruct,HuggingFaceTB,321970,194,image-text-to-text,transformers,2025-01-20 14:24:51+00:00,2025-04-08 07:26:28+00:00,"transformers,onnx,safetensors,idefics3,image-text-to-text,conversational,en,dataset:HuggingFaceM4/the_cauldron,dataset:HuggingFaceM4/Docmatix,arxiv:2504.05299,base_model:HuggingFaceTB/SmolLM2-360M-Instruct,base_model:quantized:HuggingFaceTB/SmolLM2-360M-Instruct,license:apache-2.0,endpoints_compatible,region:us"
timm/repvgg_a0.rvgg_in1k,timm,321699,1,image-classification,timm,2023-08-23 19:28:13+00:00,2025-01-21 21:10:22+00:00,"timm,pytorch,safetensors,image-classification,transformers,dataset:imagenet-1k,arxiv:2101.03697,license:mit,region:us"
Zyphra/Zamba2-1.2B-instruct,Zyphra,321001,30,text-generation,transformers,2024-09-19 07:35:00+00:00,2025-02-07 02:04:48+00:00,"transformers,safetensors,zamba2,text-generation,conversational,dataset:HuggingFaceH4/ultrachat_200k,dataset:BAAI/Infinity-Instruct,dataset:HuggingFaceH4/ultrafeedback_binarized,dataset:Intel/orca_dpo_pairs,dataset:argilla/OpenHermesPreferences,base_model:Zyphra/Zamba2-1.2B,base_model:finetune:Zyphra/Zamba2-1.2B,license:apache-2.0,endpoints_compatible,region:us"
google/gemma-2-2b-it,google,320754,1381,text-generation,transformers,2024-07-16 10:51:39+00:00,2024-08-27 19:41:44+00:00,"transformers,safetensors,gemma2,text-generation,conversational,arxiv:2009.03300,arxiv:1905.07830,arxiv:1911.11641,arxiv:1904.09728,arxiv:1905.10044,arxiv:1907.10641,arxiv:1811.00937,arxiv:1809.02789,arxiv:1911.01547,arxiv:1705.03551,arxiv:2107.03374,arxiv:2108.07732,arxiv:2110.14168,arxiv:2009.11462,arxiv:2101.11718,arxiv:2110.08193,arxiv:1804.09301,arxiv:2109.07958,arxiv:1804.06876,arxiv:2103.03874,arxiv:2304.06364,arxiv:1903.00161,arxiv:2206.04615,arxiv:2203.09509,arxiv:2403.13793,base_model:google/gemma-2-2b,base_model:finetune:google/gemma-2-2b,license:gemma,eval-results,text-generation-inference,endpoints_compatible,region:us"
bartowski/gemma-2-2b-it-GGUF,bartowski,320629,97,text-generation,transformers,2024-07-31 16:45:13+00:00,2024-08-05 19:14:36+00:00,"transformers,gguf,conversational,text-generation,base_model:google/gemma-2-2b-it,base_model:quantized:google/gemma-2-2b-it,license:gemma,endpoints_compatible,region:us"
PaddlePaddle/PP-DocLayoutV3_safetensors,PaddlePaddle,320191,28,object-detection,transformers,2026-01-20 09:56:56+00:00,2026-04-03 08:56:33+00:00,"transformers,safetensors,pp_doclayout_v3,object-detection,PaddleOCR,PaddlePaddle,image-segmentation,ocr,layout,layout_detection,en,zh,multilingual,arxiv:2601.21957,base_model:PaddlePaddle/PP-DocLayoutV3,base_model:finetune:PaddlePaddle/PP-DocLayoutV3,license:apache-2.0,endpoints_compatible,region:us"
zai-org/GLM-4.5-Air,zai-org,319702,608,text-generation,transformers,2025-07-20 03:25:55+00:00,2025-08-11 13:25:37+00:00,"transformers,safetensors,glm4_moe,text-generation,conversational,en,zh,arxiv:2508.06471,license:mit,eval-results,endpoints_compatible,deploy:azure,region:us"
vinai/phobert-base,vinai,319579,71,fill-mask,transformers,2022-03-02 23:29:05+00:00,2024-08-20 03:47:56+00:00,"transformers,pytorch,tf,jax,roberta,fill-mask,vi,arxiv:2003.00744,license:mit,endpoints_compatible,deploy:azure,region:us"
anuragshas/wav2vec2-large-xlsr-53-telugu,anuragshas,319191,5,automatic-speech-recognition,transformers,2022-03-02 23:29:05+00:00,2021-07-05 21:31:14+00:00,"transformers,pytorch,jax,wav2vec2,automatic-speech-recognition,audio,speech,xlsr-fine-tuning-week,te,dataset:openslr,license:apache-2.0,model-index,endpoints_compatible,deploy:azure,region:us"
google/bigbird-roberta-base,google,318954,62,,transformers,2022-03-02 23:29:05+00:00,2021-06-02 14:30:54+00:00,"transformers,pytorch,jax,big_bird,pretraining,en,dataset:bookcorpus,dataset:wikipedia,dataset:cc_news,arxiv:2007.14062,license:apache-2.0,endpoints_compatible,region:us"
lmstudio-community/Qwen3.6-27B-MLX-4bit,lmstudio-community,318152,4,image-text-to-text,transformers,2026-04-22 14:24:41+00:00,2026-04-22 14:25:11+00:00,"transformers,safetensors,qwen3_5,image-text-to-text,mlx,conversational,base_model:Qwen/Qwen3.6-27B,base_model:quantized:Qwen/Qwen3.6-27B,license:apache-2.0,endpoints_compatible,4-bit,region:us"
lmstudio-community/DeepSeek-R1-0528-Qwen3-8B-MLX-8bit,lmstudio-community,318131,18,text-generation,mlx,2025-05-29 14:15:41+00:00,2025-05-29 17:57:49+00:00,"mlx,safetensors,qwen3,text-generation,conversational,base_model:deepseek-ai/DeepSeek-R1-0528-Qwen3-8B,base_model:quantized:deepseek-ai/DeepSeek-R1-0528-Qwen3-8B,license:mit,8-bit,region:us"
TencentBAC/Conan-embedding-v1,TencentBAC,318060,166,,sentence-transformers,2024-08-22 07:20:29+00:00,2024-11-27 07:41:03+00:00,"sentence-transformers,pytorch,safetensors,bert,mteb,zh,arxiv:2408.15710,license:cc-by-nc-4.0,model-index,region:us"
sentence-transformers/msmarco-MiniLM-L6-v3,sentence-transformers,317227,15,sentence-similarity,sentence-transformers,2022-03-02 23:29:05+00:00,2025-03-06 13:17:32+00:00,"sentence-transformers,pytorch,tf,jax,onnx,safetensors,openvino,bert,feature-extraction,sentence-similarity,transformers,arxiv:1908.10084,license:apache-2.0,text-embeddings-inference,endpoints_compatible,region:us"
kakaocorp/kanana-1.5-v-3b-instruct,kakaocorp,317185,55,image-text-to-text,transformers,2025-07-23 06:38:12+00:00,2025-12-04 03:08:57+00:00,"transformers,safetensors,kanana-1.5-v,feature-extraction,image-text-to-text,conversational,custom_code,ko,en,base_model:kakaocorp/kanana-1.5-v-3b-instruct,base_model:finetune:kakaocorp/kanana-1.5-v-3b-instruct,license:other,region:us"
timm/convnext_tiny.in12k_ft_in1k,timm,317168,5,image-classification,timm,2023-01-11 22:35:26+00:00,2025-01-21 21:16:24+00:00,"timm,pytorch,safetensors,image-classification,transformers,dataset:imagenet-1k,dataset:imagenet-12k,arxiv:2201.03545,license:apache-2.0,region:us"
boboliu/Qwen3-Reranker-4B-W4A16-G128,boboliu,317005,2,text-classification,transformers,2025-06-07 06:29:06+00:00,2025-06-07 06:30:46+00:00,"transformers,safetensors,qwen3,text-generation,text-classification,base_model:Qwen/Qwen3-Reranker-4B,base_model:quantized:Qwen/Qwen3-Reranker-4B,license:apache-2.0,text-embeddings-inference,endpoints_compatible,compressed-tensors,region:us"
Weni/Llama-Guard-3-8B-AWQ,Weni,316805,1,,,2024-08-16 16:55:54+00:00,2024-08-16 17:17:01+00:00,"safetensors,llama,4-bit,awq,region:us"
Alibaba-NLP/gte-Qwen2-1.5B-instruct,Alibaba-NLP,316542,234,sentence-similarity,sentence-transformers,2024-06-29 08:02:40+00:00,2025-05-28 13:11:05+00:00,"sentence-transformers,safetensors,qwen2,text-generation,mteb,transformers,Qwen2,sentence-similarity,custom_code,arxiv:2308.03281,license:apache-2.0,model-index,text-embeddings-inference,endpoints_compatible,region:us"
nvidia/personaplex-7b-v1,nvidia,315891,2540,audio-to-audio,moshi,2025-12-31 17:01:00+00:00,2026-03-02 18:03:29+00:00,"moshi,safetensors,personaplex,speech-to-speech,agent,audio-to-audio,en,arxiv:2602.06053,arxiv:2503.04721,arxiv:2110.13900,arxiv:2410.00037,base_model:kyutai/moshiko-pytorch-bf16,base_model:finetune:kyutai/moshiko-pytorch-bf16,license:other,region:us"
lmstudio-community/Qwen3.6-35B-A3B-GGUF,lmstudio-community,314782,22,,,2026-04-16 14:27:41+00:00,2026-04-16 15:49:24+00:00,"gguf,base_model:Qwen/Qwen3.6-35B-A3B,base_model:quantized:Qwen/Qwen3.6-35B-A3B,license:apache-2.0,endpoints_compatible,region:us,conversational"
unsloth/Qwen3.5-0.8B-GGUF,unsloth,311893,174,image-text-to-text,transformers,2026-03-01 14:38:35+00:00,2026-03-02 14:08:04+00:00,"transformers,gguf,unsloth,image-text-to-text,base_model:Qwen/Qwen3.5-0.8B,base_model:quantized:Qwen/Qwen3.5-0.8B,license:apache-2.0,endpoints_compatible,region:us,conversational"
facebook/mms-tts-hat,facebook,310999,4,text-to-speech,transformers,2023-09-01 10:12:47+00:00,2023-09-01 10:13:11+00:00,"transformers,pytorch,safetensors,vits,text-to-audio,mms,text-to-speech,arxiv:2305.13516,license:cc-by-nc-4.0,endpoints_compatible,region:us"
deepseek-ai/DeepSeek-R1-0528-Qwen3-8B,deepseek-ai,310634,1071,text-generation,transformers,2025-05-29 11:07:47+00:00,2025-05-29 13:13:34+00:00,"transformers,safetensors,qwen3,text-generation,conversational,arxiv:2501.12948,license:mit,text-generation-inference,endpoints_compatible,region:us"
Qwen/Qwen3-Omni-30B-A3B-Thinking,Qwen,310482,305,any-to-any,transformers,2025-09-15 15:39:44+00:00,2025-09-22 14:17:44+00:00,"transformers,safetensors,qwen3_omni_moe,text-to-audio,multimodal,any-to-any,en,license:other,endpoints_compatible,region:us"
facebook/wav2vec2-xlsr-53-espeak-cv-ft,facebook,310264,49,automatic-speech-recognition,transformers,2022-03-02 23:29:05+00:00,2021-12-10 17:18:39+00:00,"transformers,pytorch,wav2vec2,automatic-speech-recognition,speech,audio,phoneme-recognition,dataset:common_voice,arxiv:2109.11680,license:apache-2.0,endpoints_compatible,deploy:azure,region:us"
unsloth/LTX-2.3-GGUF,unsloth,310221,454,image-to-video,ggml,2026-03-05 17:47:55+00:00,2026-04-20 01:59:13+00:00,"ggml,gguf,image-to-video,unsloth,text-to-video,video-to-video,image-text-to-video,audio-to-video,text-to-audio,video-to-audio,audio-to-audio,text-to-audio-video,image-to-audio-video,image-text-to-audio-video,ltx-2,ltx-2-3,ltx-video,ltxv,lightricks,en,de,es,fr,ja,ko,zh,it,pt,arxiv:2601.03233,base_model:Lightricks/LTX-2.3,base_model:quantized:Lightricks/LTX-2.3,license:other,region:us"
google/siglip2-giant-opt-patch16-384,google,309290,41,zero-shot-image-classification,transformers,2025-02-17 20:46:32+00:00,2025-02-21 04:03:54+00:00,"transformers,safetensors,siglip,vision,zero-shot-image-classification,arxiv:2502.14786,arxiv:2303.15343,arxiv:2209.06794,license:apache-2.0,endpoints_compatible,region:us"
LiheYoung/depth-anything-large-hf,LiheYoung,308945,62,depth-estimation,transformers,2024-01-23 17:38:56+00:00,2024-01-25 08:13:11+00:00,"transformers,safetensors,depth_anything,depth-estimation,vision,arxiv:2401.10891,license:apache-2.0,endpoints_compatible,region:us"
mistralai/Voxtral-Mini-3B-2507,mistralai,308888,655,,mistral-common,2025-07-01 14:11:46+00:00,2025-07-28 17:16:11+00:00,"mistral-common,safetensors,voxtral,vllm,en,fr,de,es,it,pt,nl,hi,arxiv:2507.13264,license:apache-2.0,eval-results,region:us"
lukealonso/MiniMax-M2.7-NVFP4,lukealonso,308839,48,,,2026-04-12 05:03:37+00:00,2026-05-08 22:37:06+00:00,"safetensors,minimax_m2,custom_code,base_model:MiniMaxAI/MiniMax-M2.7,base_model:quantized:MiniMaxAI/MiniMax-M2.7,license:mit,8-bit,modelopt,region:us"
black-forest-labs/FLUX.2-dev,black-forest-labs,308627,1758,image-to-image,diffusers,2025-11-22 15:07:08+00:00,2026-02-17 15:56:06+00:00,"diffusers,safetensors,image-generation,image-editing,flux,diffusion-single-file,image-to-image,en,license:other,region:us"
boboliu/Qwen3-Embedding-4B-W4A16-G128,boboliu,308279,5,feature-extraction,sentence-transformers,2025-06-06 17:34:23+00:00,2025-06-07 06:21:23+00:00,"sentence-transformers,safetensors,qwen3,text-generation,transformers,sentence-similarity,feature-extraction,base_model:Qwen/Qwen3-Embedding-4B,base_model:quantized:Qwen/Qwen3-Embedding-4B,license:apache-2.0,text-embeddings-inference,endpoints_compatible,compressed-tensors,region:us"
ai-forever/ru-en-RoSBERTa,ai-forever,307898,82,feature-extraction,sentence-transformers,2024-07-29 08:38:09+00:00,2024-09-26 07:57:30+00:00,"sentence-transformers,safetensors,roberta,feature-extraction,mteb,transformers,ru,en,arxiv:2408.12503,base_model:ai-forever/ruRoberta-large,base_model:finetune:ai-forever/ruRoberta-large,license:mit,model-index,text-embeddings-inference,endpoints_compatible,deploy:azure,region:us"
OpenGVLab/InternVL2-8B,OpenGVLab,305473,187,image-text-to-text,transformers,2024-06-27 10:03:39+00:00,2025-03-25 05:56:07+00:00,"transformers,safetensors,internvl_chat,image-feature-extraction,internvl,custom_code,image-text-to-text,conversational,multilingual,arxiv:2312.14238,arxiv:2404.16821,arxiv:2410.16261,arxiv:2412.05271,base_model:OpenGVLab/InternViT-300M-448px,base_model:merge:OpenGVLab/InternViT-300M-448px,base_model:internlm/internlm2_5-7b-chat,base_model:merge:internlm/internlm2_5-7b-chat,license:mit,region:us"
nvidia/Llama-4-Scout-17B-16E-Instruct-FP8,nvidia,304812,16,,Model Optimizer,2025-04-14 22:58:55+00:00,2025-12-12 03:46:27+00:00,"Model Optimizer,safetensors,llama4,nvidia,modelopt,quantized,FP8,base_model:meta-llama/Llama-4-Scout-17B-16E-Instruct,base_model:quantized:meta-llama/Llama-4-Scout-17B-16E-Instruct,license:other,region:us"
briaai/RMBG-1.4,briaai,303957,1986,image-segmentation,transformers,2023-12-12 19:52:35+00:00,2025-07-06 08:27:49+00:00,"transformers,pytorch,onnx,safetensors,SegformerForSemanticSegmentation,image-segmentation,remove background,background,background-removal,Pytorch,vision,legal liability,transformers.js,custom_code,license:other,region:us"
OpenGVLab/InternVL3-1B-hf,OpenGVLab,303939,10,image-text-to-text,transformers,2025-04-18 12:46:21+00:00,2025-04-23 14:00:28+00:00,"transformers,safetensors,internvl,image-text-to-text,conversational,multilingual,dataset:OpenGVLab/MMPR-v1.2,arxiv:2312.14238,arxiv:2404.16821,arxiv:2412.05271,arxiv:2411.10442,arxiv:2504.10479,base_model:OpenGVLab/InternVL3-1B-Instruct,base_model:finetune:OpenGVLab/InternVL3-1B-Instruct,license:other,endpoints_compatible,region:us"
lightonai/LightOnOCR-2-1B,lightonai,302871,692,image-text-to-text,transformers,2026-01-16 16:00:31+00:00,2026-05-04 09:33:08+00:00,"transformers,safetensors,mistral3,text-generation,ocr,document-understanding,vision-language,pdf,tables,forms,image-text-to-text,conversational,en,fr,de,es,it,nl,pt,sv,da,zh,ja,arxiv:2601.14251,arxiv:2412.13663,license:apache-2.0,eval-results,endpoints_compatible,deploy:azure,region:eu"
jonatasgrosman/wav2vec2-large-xlsr-53-german,jonatasgrosman,302093,8,automatic-speech-recognition,transformers,2022-03-02 23:29:05+00:00,2022-12-14 01:59:09+00:00,"transformers,pytorch,jax,wav2vec2,automatic-speech-recognition,audio,de,hf-asr-leaderboard,mozilla-foundation/common_voice_6_0,robust-speech-event,speech,xlsr-fine-tuning-week,dataset:common_voice,dataset:mozilla-foundation/common_voice_6_0,doi:10.57967/hf/3583,license:apache-2.0,model-index,endpoints_compatible,deploy:azure,region:us"
facebook/m2m100_418M,facebook,301794,341,,transformers,2022-03-02 23:29:05+00:00,2024-02-29 09:08:42+00:00,"transformers,pytorch,rust,m2m_100,text2text-generation,multilingual,af,am,ar,ast,az,ba,be,bg,bn,br,bs,ca,ceb,cs,cy,da,de,el,en,es,et,fa,ff,fi,fr,fy,ga,gd,gl,gu,ha,he,hi,hr,ht,hu,hy,id,ig,ilo,is,it,ja,jv,ka,kk,km,kn,ko,lb,lg,ln,lo,lt,lv,mg,mk,ml,mn,mr,ms,my,ne,nl,no,ns,oc,or,pa,pl,ps,pt,ro,ru,sd,si,sk,sl,so,sq,sr,ss,su,sv,sw,ta,th,tl,tn,tr,uk,ur,uz,vi,wo,xh,yi,yo,zh,zu,arxiv:2010.11125,license:mit,endpoints_compatible,deploy:azure,region:us"
